#run	start_time	stop_time	species	cell	charge_avg_online	charge_avg_offline_cc	charge_avg_offline	run_dose(Pe/cm2)	cc_on	cc_off	pol_on	pol_off
17686	2023-03-03 08:04:00-05:00	2023-03-03 10:03:00-05:00	d	15	0.4099	0.4148	0.4147	0.04423119773796899	-3.9300	-3.9769	0.4114	0.4167
17687	2023-03-03 20:24:00-05:00	2023-03-03 21:08:00-05:00	d	15	0.3932	0.3758	0.3760	0.03365050301060068	-3.9300	-3.7566	0.3984	0.3811
17688	2023-03-03 23:19:00-05:00	2023-03-04 00:55:00-05:00	d	15	0.4092	0.3912	0.3913	0.06906412024281075	-3.9300	-3.7566	0.4100	0.3921
17689	2023-03-04 01:03:00-05:00	2023-03-04 02:57:00-05:00	d	15	0.4116	0.3934	0.3935	0.08838241643386764	-3.9300	-3.7566	0.4118	0.3938
17690	2023-03-04 03:04:00-05:00	2023-03-04 03:30:00-05:00	d	15	0.4184	0.3999	0.4000	0.019705482319608596	-3.9300	-3.7566	0.4199	0.4015
17691	2023-03-04 03:37:00-05:00	2023-03-04 06:32:00-05:00	d	15	0.4179	0.3994	0.3995	0.13123549955465869	-3.9300	-3.7566	0.4181	0.4000
17692	2023-03-04 06:41:00-05:00	2023-03-04 07:55:00-05:00	d	15	0.4114	0.3933	0.3934	0.06066418472091243	-3.9300	-3.7566	0.4101	0.3921
17693	2023-03-04 12:27:00-05:00	2023-03-04 14:37:00-05:00	d	15	0.4114	0.3933	0.3934	0.0696235289023524	-3.9300	-3.7566	0.4106	0.3926
17694	2023-03-04 19:09:00-05:00	2023-03-04 23:08:00-05:00	d	15	0.4009	0.3832	0.3833	0.187925728975221	-3.9300	-3.7566	0.3949	0.3776
17695	2023-03-04 23:16:00-05:00	2023-03-05 03:32:00-05:00	d	15	0.3918	0.3745	0.3746	0.17465695622075517	-3.9300	-3.7566	0.3902	0.3732
17696	2023-03-05 03:34:00-05:00	2023-03-05 07:22:00-05:00	d	15	0.3836	0.3667	0.3668	0.14641520524016574	-3.9300	-3.7566	0.3834	0.3666
17697	2023-03-05 07:25:00-05:00	2023-03-05 11:26:00-05:00	d	15	0.3788	0.3621	0.3622	0.18410413138792994	-3.9300	-3.7566	0.3750	0.3587
17698	2023-03-05 11:35:00-05:00	2023-03-05 15:07:00-05:00	d	15	0.3717	0.3553	0.3554	0.17895727467136002	-3.9300	-3.7566	0.3687	0.3523
17699	2023-03-05 15:14:00-05:00	2023-03-05 16:07:00-05:00	d	15	0.3683	0.3521	0.3521	0.03500242671726704	-3.9300	-3.7566	0.3716	0.3554
17700	2023-03-05 19:29:00-05:00	2023-03-05 23:29:00-05:00	d	15	0.3662	0.3500	0.3501	0.17919092622578853	-3.9300	-3.7566	0.3608	0.3453
17701	2023-03-05 23:32:00-05:00	2023-03-06 03:45:00-05:00	d	15	0.3612	0.3453	0.3454	0.18137918289061278	-3.9300	-3.7566	0.3550	0.3393
17702	2023-03-06 03:48:00-05:00	2023-03-06 08:10:00-05:00	d	15	0.3532	0.3376	0.3378	0.1786218758326992	-3.9300	-3.7566	0.3528	0.3374
17703	2023-03-06 08:25:00-05:00	2023-03-06 08:29:00-05:00	d	15	0.3524	0.3369	0.3371	0.0023556204372066174	-3.9300	-3.7566	0.3525	0.3371
17720	2023-03-07 04:09:00-05:00	2023-03-07 07:12:00-05:00	p	15	0.4188	0.4463	0.4302	0.11203137915269161	-3.1739	-3.3822	0.4285	0.4397
17721	2023-03-07 07:29:00-05:00	2023-03-07 09:55:00-05:00	p	15	0.4353	0.4638	0.4456	0.07207666158230244	-3.1739	-3.3822	0.4436	0.4517
17724	2023-03-07 17:32:00-05:00	2023-03-07 19:18:00-05:00	p	15	0.4659	0.4965	0.4742	0.02120997522735663	-3.1739	-3.3822	0.4681	0.4767
17725	2023-03-07 19:49:00-05:00	2023-03-07 23:23:00-05:00	p	15	0.4683	0.4990	0.4758	0.12807373169959488	-3.1739	-3.3822	0.4690	0.4759
17726	2023-03-07 23:31:00-05:00	2023-03-08 00:24:00-05:00	p	15	0.4689	0.4996	0.4758	0.03320590134988721	-3.1739	-3.3822	0.4705	0.4772
17727	2023-03-08 01:27:00-05:00	2023-03-08 05:10:00-05:00	p	15	0.4715	0.5024	0.4775	0.16286014400136448	-3.1739	-3.3822	0.4722	0.4774
17728	2023-03-08 05:13:00-05:00	2023-03-08 06:43:00-05:00	p	15	0.4722	0.5032	0.4774	0.05091059057199137	-3.1739	-3.3822	0.4743	0.4798
17729	2023-03-08 06:48:00-05:00	2023-03-08 07:32:00-05:00	p	15	0.4727	0.5037	0.4780	0.033588810278243134	-3.1739	-3.3822	0.4732	0.4786
17730	2023-03-08 07:42:00-05:00	2023-03-08 08:53:00-05:00	p	15	0.4737	0.5048	0.4789	0.04179565629497405	-3.1739	-3.3822	0.4743	0.4788
17732	2023-03-08 11:01:00-05:00	2023-03-08 15:01:00-05:00	p	15	0.4774	0.5087	0.4819	0.12143738496662586	-3.1739	-3.3822	0.4742	0.4782
17733	2023-03-08 15:03:00-05:00	2023-03-08 15:59:00-05:00	p	15	0.4752	0.5064	0.4789	0.02960953097304238	-3.1739	-3.3822	0.4780	0.4821
17734	2023-03-08 16:04:00-05:00	2023-03-08 20:00:00-05:00	p	15	0.4766	0.5078	0.4796	0.16840990095007125	-3.1739	-3.3822	0.4770	0.4801
17735	2023-03-08 20:10:00-05:00	2023-03-08 21:39:00-05:00	p	15	0.4767	0.5079	0.4792	0.0452443615523769	-3.1739	-3.3822	0.4802	0.4827
17737	2023-03-08 23:28:00-05:00	2023-03-09 03:28:00-05:00	p	15	0.4782	0.5096	0.4800	0.1788196970653304	-3.1739	-3.3822	0.4770	0.4786
17738	2023-03-09 03:30:00-05:00	2023-03-09 07:27:00-05:00	p	15	0.4768	0.5081	0.4774	0.1714985412289363	-3.1739	-3.3822	0.4784	0.4781
17740	2023-03-09 07:53:00-05:00	2023-03-09 11:55:00-05:00	p	15	0.4763	0.5076	0.4761	0.15082977501419292	-3.1739	-3.3822	0.4754	0.4746
17741	2023-03-09 12:04:00-05:00	2023-03-09 14:54:00-05:00	p	15	0.4753	0.5065	0.4744	0.1300143753956348	-3.1739	-3.3822	0.4731	0.4721
17748	2023-03-10 14:47:00-05:00	2023-03-10 15:14:00-05:00	p	15	-0.5952	-0.7331	-0.7082	0.004071507132230074	-4.5000	-5.5430	-0.6394	-0.7626
17750	2023-03-10 22:17:00-05:00	2023-03-11 00:41:00-05:00	p	15	-0.6481	-0.7983	-0.7700	0.08642102563502649	-4.5000	-5.5430	-0.6439	-0.7630
17751	2023-03-11 01:12:00-05:00	2023-03-11 05:11:00-05:00	p	15	-0.6286	-0.7744	-0.7448	0.15721236298504454	-4.5000	-5.5430	-0.6241	-0.7392
17752	2023-03-11 05:22:00-05:00	2023-03-11 07:55:00-05:00	p	15	-0.6193	-0.7628	-0.7332	0.0994169142991136	-4.5000	-5.5430	-0.6266	-0.7407
17753	2023-03-11 08:10:00-05:00	2023-03-11 11:39:00-05:00	p	15	-0.6165	-0.7594	-0.7286	0.14399869916128913	-4.5000	-5.5430	-0.6201	-0.7314
17754	2023-03-11 13:12:00-05:00	2023-03-11 15:44:00-05:00	p	15	-0.6182	-0.7614	-0.7302	0.1064397964285691	-4.5000	-5.5430	-0.6226	-0.7345
17755	2023-03-11 16:05:00-05:00	2023-03-11 18:32:00-05:00	p	15	-0.6170	-0.7601	-0.7283	0.11127795532083938	-4.5000	-5.5430	-0.6138	-0.7237
17756	2023-03-11 18:38:00-05:00	2023-03-11 22:38:00-05:00	p	15	-0.6152	-0.7578	-0.7253	0.1667860261007531	-4.5000	-5.5430	-0.6211	-0.7306
17757	2023-03-11 22:41:00-05:00	2023-03-12 01:04:00-05:00	p	15	-0.6148	-0.7573	-0.7238	0.09614571335762596	-4.5000	-5.5430	-0.6195	-0.7291
17758	2023-03-12 01:11:00-05:00	2023-03-12 05:52:00-04:00	p	15	-0.6148	-0.7573	-0.7238	0.09614571335762596	-4.5000	-5.5430	-0.6195	-0.7291
17759	2023-03-12 05:59:00-04:00	2023-03-12 09:36:00-04:00	p	15	-0.6098	-0.7512	-0.7167	0.18184655914869946	-4.5000	-5.5430	-0.6079	-0.7141
17760	2023-03-12 09:51:00-04:00	2023-03-12 12:47:00-04:00	p	15	-0.6060	-0.7464	-0.7108	0.14430142810419544	-4.5000	-5.5430	-0.6023	-0.7064
17762	2023-03-12 13:14:00-04:00	2023-03-12 15:18:00-04:00	p	15	-0.6048	-0.7449	-0.7094	0.09310585008001798	-4.5000	-5.5430	-0.6041	-0.7076
17769	2023-03-13 18:27:00-04:00	2023-03-13 22:09:00-04:00	p	15	0.6459	0.7957	0.7754	0.15659069133508474	-4.5000	-5.5430	0.6280	0.7543
17770	2023-03-13 22:38:00-04:00	2023-03-14 02:22:00-04:00	p	15	0.6270	0.7723	0.7518	0.19389865196963504	-4.5000	-5.5430	0.6200	0.7437
17771	2023-03-14 02:27:00-04:00	2023-03-14 05:36:00-04:00	p	15	0.6149	0.7574	0.7366	0.14678026102475203	-4.5000	-5.5430	0.6196	0.7415
17772	2023-03-14 05:59:00-04:00	2023-03-14 09:57:00-04:00	p	15	0.6295	0.7754	0.7525	0.18294576881240807	-4.5000	-5.5430	0.6402	0.7638
17773	2023-03-14 10:51:00-04:00	2023-03-14 13:10:00-04:00	p	15	0.6395	0.7877	0.7636	0.029691927033479008	-4.5000	-5.5430	0.6454	0.7704
17774	2023-03-14 15:40:00-04:00	2023-03-14 16:54:00-04:00	p	15	-0.5878	-0.7240	-0.6987	0.017037889925949047	-4.5000	-5.5430	-0.5925	-0.7048
17775	2023-03-14 17:08:00-04:00	2023-03-14 21:07:00-04:00	p	15	-0.5898	-0.7265	-0.7004	0.18768551891428842	-4.5000	-5.5430	-0.5881	-0.6970
17776	2023-03-14 21:11:00-04:00	2023-03-15 01:02:00-04:00	p	15	-0.5822	-0.7172	-0.6903	0.19277312194835614	-4.5000	-5.5430	-0.5823	-0.6901
17777	2023-03-15 01:05:00-04:00	2023-03-15 04:50:00-04:00	p	15	-0.5840	-0.7194	-0.6916	0.19272482448936293	-4.5000	-5.5430	-0.5875	-0.6924
17778	2023-03-15 04:52:00-04:00	2023-03-15 08:11:00-04:00	p	15	-0.5843	-0.7198	-0.6918	0.15524794594661256	-4.5000	-5.5430	-0.5860	-0.6922
17780	2023-03-15 20:10:00-04:00	2023-03-15 20:58:00-04:00	d	15	0.4761	0.4896	0.4892	0.03867218229667071	-3.6700	-3.7745	0.4740	0.4869
17781	2023-03-15 21:14:00-04:00	2023-03-15 23:06:00-04:00	d	15	0.4702	0.4835	0.4832	0.07743842302214303	-3.6700	-3.7745	0.4678	0.4810
17782	2023-03-15 23:24:00-04:00	2023-03-16 00:02:00-04:00	d	15	0.4646	0.4778	0.4772	0.03028003871707313	-3.6700	-3.7745	0.4626	0.4743
17783	2023-03-16 00:06:00-04:00	2023-03-16 03:13:00-04:00	d	15	0.4511	0.4640	0.4634	0.14446483845153535	-3.6700	-3.7745	0.4434	0.4555
17784	2023-03-16 05:32:00-04:00	2023-03-16 06:57:00-04:00	d	15	0.4408	0.4533	0.4528	0.053839032249605796	-3.6700	-3.7745	0.4459	0.4581
17785	2023-03-16 07:05:00-04:00	2023-03-16 10:44:00-04:00	d	15	0.4303	0.4426	0.4420	0.16804099300858544	-3.6700	-3.7745	0.4105	0.4215
17786	2023-03-16 10:48:00-04:00	2023-03-16 14:23:00-04:00	d	15	0.4183	0.4302	0.4297	0.16112819513263776	-3.6700	-3.7745	0.4184	0.4296
17787	2023-03-16 14:43:00-04:00	2023-03-16 19:01:00-04:00	d	15	0.4113	0.4230	0.4224	0.16727974406557228	-3.6700	-3.7745	0.4081	0.4181
17788	2023-03-16 19:06:00-04:00	2023-03-16 22:34:00-04:00	d	15	0.4012	0.4126	0.4121	0.16703298369173153	-3.6700	-3.7745	0.3953	0.4057
17789	2023-03-16 22:39:00-04:00	2023-03-17 01:58:00-04:00	d	15	0.3903	0.4015	0.4009	0.16649100420946644	-3.6700	-3.7745	0.3878	0.3982
17790	2023-03-17 02:10:00-04:00	2023-03-17 05:29:00-04:00	d	15	0.3840	0.3949	0.3943	0.16759699153059904	-3.6700	-3.7745	0.3812	0.3914
17791	2023-03-17 05:35:00-04:00	2023-03-17 09:30:00-04:00	d	15	0.3774	0.3882	0.3876	0.15591554326455154	-3.6700	-3.7745	0.3802	0.3901
17792	2023-03-17 14:43:00-04:00	2023-03-17 17:29:00-04:00	d	15	-0.2562	-0.2634	-0.2629	0.1264991193729737	-3.6700	-3.7730	-0.2701	-0.2769
17793	2023-03-17 17:34:00-04:00	2023-03-17 21:19:00-04:00	d	15	-0.2806	-0.2885	-0.2880	0.17703018892055167	-3.6700	-3.7730	-0.2876	-0.2939
17794	2023-03-17 21:23:00-04:00	2023-03-18 01:06:00-04:00	d	15	-0.3072	-0.3158	-0.3153	0.17831204801664993	-3.6700	-3.7730	-0.3083	-0.3169
17795	2023-03-18 01:11:00-04:00	2023-03-18 02:38:00-04:00	d	15	-0.3093	-0.3180	-0.3174	0.039613388404426665	-3.6700	-3.7730	-0.3228	-0.3313
17796	2023-03-18 05:51:00-04:00	2023-03-18 07:59:00-04:00	d	15	-0.2523	-0.2594	-0.2590	0.10647103994900577	-3.6700	-3.7730	-0.2097	-0.2151
17797	2023-03-18 08:10:00-04:00	2023-03-18 11:35:00-04:00	d	15	-0.3053	-0.3139	-0.3134	0.1722521625459109	-3.6700	-3.7730	-0.3255	-0.3346
17798	2023-03-18 11:50:00-04:00	2023-03-18 15:01:00-04:00	d	15	-0.3296	-0.3389	-0.3385	0.14653238568940377	-3.6700	-3.7730	-0.3296	-0.3383
17799	2023-03-18 15:10:00-04:00	2023-03-18 17:27:00-04:00	d	15	-0.3269	-0.3361	-0.3357	0.10136477840109546	-3.6700	-3.7730	-0.3326	-0.3410
17800	2023-03-18 17:56:00-04:00	2023-03-18 21:47:00-04:00	d	15	-0.3281	-0.3373	-0.3368	0.17885439132538725	-3.6700	-3.7730	-0.3179	-0.3265
17801	2023-03-18 21:51:00-04:00	2023-03-18 22:40:00-04:00	d	15	-0.3221	-0.3312	-0.3308	0.042296523859849375	-3.6700	-3.7730	-0.3239	-0.3322
17802	2023-03-18 22:52:00-04:00	2023-03-19 02:41:00-04:00	d	15	-0.3227	-0.3318	-0.3314	0.18033541929591068	-3.6700	-3.7730	-0.3194	-0.3280
17803	2023-03-19 02:47:00-04:00	2023-03-19 06:52:00-04:00	d	15	-0.3210	-0.3300	-0.3296	0.17023144803790446	-3.6700	-3.7730	-0.3197	-0.3286
17804	2023-03-19 07:03:00-04:00	2023-03-19 08:49:00-04:00	d	15	-0.3213	-0.3303	-0.3299	0.08352803268589146	-3.6700	-3.7730	-0.3204	-0.3290
